Date,2016/04/01,2016/04/01,2016/04/01,2016/04/01,2016/04/01,2016/04/01,2016/04/01,2016/04/01,2016/04/01,
428.00,769.03,645.87,606.96,473.67,405.61,387.87,381.68,449.52,426.56,
428.43,764.94,641.09,603.95,469.92,402.54,384.94,379.25,446.94,424.33,
428.85,760.81,638.61,600.89,467.73,400.24,383.18,376.80,444.50,422.26,
429.27,759.07,637.16,600.04,466.97,399.07,382.25,375.46,443.51,421.02,
429.70,759.96,636.61,601.90,466.88,398.62,382.40,375.58,444.00,420.97,
430.12,762.38,639.55,603.02,467.56,399.68,383.02,376.24,444.66,422.13,
430.54,764.93,641.66,604.40,470.14,401.02,383.84,377.35,445.93,423.32,
430.97,769.53,645.42,607.83,472.82,403.10,385.84,379.70,448.58,425.96,
431.39,774.34,649.93,612.66,475.47,405.49,388.09,382.47,451.99,428.59,
431.81,779.77,653.92,616.40,478.67,407.95,391.20,385.41,455.51,431.88,
432.24,786.47,660.04,622.70,482.95,411.60,394.63,389.52,459.94,435.69,
432.66,796.34,668.31,630.51,489.10,415.44,398.87,394.05,465.76,440.56,
433.08,806.97,676.69,638.46,495.23,420.88,403.48,398.18,471.12,445.61,
433.51,816.62,684.40,646.11,501.38,426.05,408.62,402.76,476.61,450.98,
433.93,829.52,693.85,655.74,508.63,432.01,414.37,408.72,483.37,458.28,
434.35,840.58,704.31,665.13,514.70,437.60,420.05,413.76,489.68,464.74,
434.77,849.31,712.31,672.42,521.06,442.71,425.05,418.03,495.21,469.90,
435.20,856.76,716.83,678.50,525.16,445.97,428.77,421.59,499.68,473.57,
435.62,863.13,722.75,683.59,528.05,448.93,431.56,424.93,502.70,477.28,
436.04,868.69,727.18,686.11,531.64,451.40,433.48,426.77,505.18,479.76,
436.47,871.06,729.12,687.64,533.71,453.04,434.51,427.73,506.74,480.95,
436.89,874.28,731.43,690.32,534.87,454.46,436.12,429.26,508.33,483.44,
437.31,878.27,734.59,692.93,536.52,456.27,437.96,431.04,510.50,485.35,
437.73,881.43,737.98,695.80,539.18,458.75,440.33,432.88,512.60,487.12,
438.16,887.48,743.35,701.10,542.41,461.11,442.49,435.60,516.20,489.59,
438.58,893.70,748.52,706.06,545.59,463.71,445.05,437.87,519.36,492.35,
439.00,899.51,752.96,710.03,548.85,466.63,447.42,439.80,522.10,494.79,
439.43,904.67,757.12,714.04,553.31,469.08,449.86,442.34,524.95,497.90,
439.85,910.89,762.01,718.92,556.14,472.28,452.36,445.10,528.19,501.47,
440.27,915.94,766.66,723.31,558.97,474.73,455.35,447.59,531.45,504.09,
440.69,921.18,770.00,726.43,562.25,476.95,457.76,450.27,534.05,506.53,
441.12,928.04,776.82,732.05,565.44,480.32,461.05,454.35,537.80,510.47,
441.54,936.20,784.34,737.31,569.82,483.88,463.85,457.56,542.06,514.14,
441.96,941.81,788.59,740.63,573.83,486.82,466.38,459.82,544.65,516.07,
442.38,947.39,794.07,745.16,577.14,490.05,469.27,463.05,548.41,519.68,
442.81,955.57,799.49,750.65,580.99,493.32,472.18,466.28,552.46,524.01,
443.23,960.90,804.86,755.52,584.03,496.35,475.03,468.64,555.72,526.89,
443.65,965.76,809.48,760.25,587.86,498.70,477.71,470.91,559.17,529.45,
444.07,972.08,812.94,765.83,591.52,501.06,480.37,473.53,562.37,532.49,
444.50,977.25,817.99,769.20,594.41,503.57,482.47,475.44,564.81,535.22,
444.92,981.87,821.34,771.91,598.54,506.25,484.45,477.23,566.83,537.96,
445.34,986.82,825.43,775.45,600.69,509.10,486.87,479.97,569.75,541.13,
445.76,991.62,829.56,779.06,602.38,511.15,489.23,482.35,573.08,543.78,
446.19,995.47,832.82,781.25,604.63,513.08,491.83,484.70,575.31,545.92,
446.61,999.34,837.45,785.60,608.05,516.26,494.28,487.39,578.75,549.16,
447.03,1006.12,842.68,791.22,611.30,518.61,497.04,490.59,583.13,552.38,
447.45,1012.01,847.44,795.26,615.24,521.38,499.36,492.21,586.15,554.91,
447.87,1017.15,851.00,799.09,618.82,524.12,501.59,494.67,589.30,557.78,
448.30,1024.00,856.30,804.86,622.35,527.67,504.52,498.11,593.28,562.01,
448.72,1029.89,861.25,809.59,625.59,530.24,507.19,500.36,596.34,565.39,
449.14,1034.72,865.54,814.21,628.68,532.64,509.97,503.00,599.32,567.83,
449.56,1040.12,868.73,818.00,630.69,534.63,512.39,505.49,602.48,570.08,
449.99,1044.70,873.03,821.44,632.42,536.56,513.82,507.64,604.50,572.73,
450.41,1047.76,876.35,822.49,634.45,538.02,514.64,508.60,606.10,574.40,
450.83,1048.98,876.45,823.30,635.13,538.92,514.97,509.43,606.71,575.01,
451.25,1050.31,877.22,824.46,634.88,539.45,515.62,510.29,608.07,576.14,
451.67,1051.29,877.81,824.77,635.07,539.30,515.19,510.36,608.34,576.70,
452.10,1051.27,878.58,825.61,635.83,540.09,515.81,510.83,608.64,577.17,
452.52,1053.58,880.46,827.93,637.40,540.35,516.16,511.66,610.35,578.17,
452.94,1055.61,881.16,829.15,637.26,540.02,516.52,511.88,610.32,577.60,
453.36,1056.57,883.24,829.14,637.92,541.02,516.55,511.68,610.08,577.73,
453.78,1056.20,882.50,829.34,637.44,541.21,516.56,512.12,610.07,577.90,
454.20,1057.22,883.17,830.18,636.89,541.68,516.98,512.45,610.10,578.65,
454.63,1057.00,882.99,830.89,636.88,541.09,517.42,512.09,610.47,578.87,
455.05,1056.59,882.39,830.73,636.47,541.07,517.40,512.42,610.70,578.16,
455.47,1058.31,883.93,831.71,636.87,541.78,517.84,513.27,611.34,578.99,
455.89,1059.90,886.12,832.24,638.60,542.14,518.05,513.96,612.53,579.82,
456.31,1060.39,886.20,831.96,639.55,542.54,518.43,514.02,612.65,579.58,
456.74,1062.13,887.48,833.22,640.03,543.59,519.43,515.05,613.79,580.73,
457.16,1065.55,890.33,835.07,641.13,544.53,520.65,516.38,615.52,582.35,
457.58,1067.77,892.93,837.38,642.57,545.61,521.92,517.08,616.91,583.46,
458.00,1070.36,895.51,840.20,644.82,546.90,524.22,518.25,618.85,584.44,
458.42,1074.73,896.98,843.73,646.73,547.77,525.72,519.51,620.73,585.96,
458.84,1077.62,900.77,844.92,647.14,548.88,526.46,520.56,621.65,586.96,
459.27,1079.52,902.29,844.97,650.01,550.06,527.15,521.16,622.39,588.38,
459.69,1081.52,902.92,847.11,650.67,551.06,528.11,521.78,623.41,589.91,
460.11,1083.34,904.55,848.79,651.36,551.32,528.97,522.04,624.56,590.99,
460.53,1083.35,904.72,848.20,651.79,551.32,529.27,522.05,625.29,590.49,
460.95,1083.67,906.17,848.93,652.63,552.77,529.96,522.96,626.06,591.47,
461.37,1086.40,907.91,849.93,653.68,552.86,530.05,523.35,627.39,592.74,
461.79,1086.26,907.43,849.53,653.53,552.51,529.59,522.15,626.70,591.64,
462.22,1086.48,906.09,848.66,653.33,552.96,529.20,521.73,626.06,591.67,
462.64,1089.11,907.68,851.36,654.16,553.73,529.42,522.54,627.10,593.26,
463.06,1089.97,908.22,852.42,653.87,553.76,529.59,522.31,626.91,593.13,
463.48,1090.21,908.09,853.59,654.58,554.12,530.20,522.41,627.33,593.15,
463.90,1090.79,907.54,854.77,655.09,553.90,530.70,522.68,627.45,592.85,
464.32,1090.77,908.55,854.63,653.12,553.75,529.64,522.85,626.66,592.61,
464.74,1089.31,908.23,852.14,653.43,553.17,528.13,521.52,625.48,591.63,
465.16,1088.05,905.22,851.96,652.38,552.80,527.29,520.15,624.53,591.37,
465.59,1086.62,903.81,851.20,650.72,552.04,526.46,519.39,624.10,590.93,
466.01,1084.74,901.59,848.44,647.92,550.42,525.54,518.76,622.94,589.27,
466.43,1081.78,900.62,847.07,647.34,550.18,525.02,518.65,622.08,588.83,
466.85,1083.80,901.55,848.37,647.81,549.73,524.91,519.06,622.99,589.56,
467.27,1083.84,900.61,848.84,647.38,548.00,524.36,518.06,621.94,588.18,
467.69,1082.24,900.37,846.87,646.17,547.32,523.67,517.12,620.68,586.93,
468.11,1082.63,900.24,846.95,647.89,547.77,523.83,517.37,620.89,587.91,
468.53,1083.32,900.92,848.37,647.25,547.90,524.14,517.30,620.73,588.22,
468.95,1082.17,901.03,849.07,646.61,547.83,524.79,517.68,621.61,587.66,
469.38,1081.85,900.58,848.50,647.21,547.43,525.03,517.89,621.92,587.62,
469.80,1083.60,902.87,850.06,648.06,549.10,525.90,519.75,623.06,589.74,
470.22,1086.40,906.12,849.44,648.69,549.50,525.88,520.63,624.02,590.83,
470.64,1087.54,905.57,848.67,650.05,549.81,525.92,519.88,624.02,590.87,
471.06,1088.78,907.00,848.69,650.41,550.58,526.93,520.46,625.11,592.11,
471.48,1090.31,907.46,847.17,650.80,551.07,526.84,520.92,625.87,591.92,
471.90,1090.67,909.71,847.94,649.96,551.68,527.58,520.80,627.15,591.94,
472.32,1093.07,912.86,851.32,652.76,552.45,527.89,522.12,629.54,593.88,
472.74,1096.79,913.33,855.51,654.50,552.78,529.32,522.96,631.34,594.26,
473.16,1098.61,915.71,855.57,653.24,553.01,528.64,523.40,630.27,593.41,
473.58,1100.39,916.42,854.26,656.15,554.59,528.85,523.20,631.04,594.31,
474.01,1103.11,918.41,857.37,657.01,556.51,530.47,524.87,632.24,596.61,
474.43,1105.29,919.07,858.41,655.65,556.70,532.37,525.72,634.24,597.74,
474.85,1107.12,919.64,855.95,656.65,557.01,532.55,526.47,634.98,597.56,
475.27,1107.52,921.66,857.49,657.66,558.91,533.31,527.82,636.05,600.14,
475.69,1112.65,924.91,860.64,658.10,559.18,534.29,528.73,639.09,601.91,
476.11,1113.83,925.09,861.72,658.74,558.44,534.38,527.10,637.73,600.63,
476.53,1114.18,924.56,860.79,659.23,558.45,534.41,526.74,637.75,600.91,
476.95,1118.91,927.67,864.73,661.79,561.01,536.07,529.19,640.98,604.52,
477.37,1121.00,928.76,867.32,661.62,561.36,537.20,528.75,642.30,605.19,
477.79,1122.80,931.11,871.59,663.30,562.44,539.60,530.60,643.92,606.55,
478.21,1126.02,932.39,875.14,666.59,563.88,541.32,532.99,645.94,608.81,
478.63,1127.99,934.61,876.29,664.85,564.52,541.95,534.66,645.76,609.13,
479.05,1129.76,936.08,874.53,667.98,565.40,541.58,534.28,645.21,609.39,
479.47,1131.16,937.62,875.44,671.08,567.32,542.87,534.31,646.10,612.21,
479.89,1131.75,938.45,876.00,670.07,567.28,543.25,535.35,646.74,613.41,
480.31,1132.64,936.07,872.77,669.17,566.14,542.93,534.50,646.67,612.03,
480.74,1129.00,937.18,873.24,669.77,566.97,542.77,534.30,646.81,612.19,
481.16,1129.61,938.26,875.66,669.73,566.23,543.11,535.29,648.39,612.82,
481.58,1127.54,933.43,875.27,667.25,563.41,542.01,532.73,644.95,608.55,
482.00,1122.11,928.83,869.77,665.04,560.88,539.40,530.28,640.70,605.44,
482.42,1116.75,923.61,865.71,664.65,558.73,535.90,527.62,638.94,603.33,
482.84,1110.39,918.16,862.15,660.17,556.10,533.16,524.66,635.41,600.73,
483.26,1101.45,911.30,856.60,654.13,551.45,529.72,520.48,630.95,595.46,
483.68,1093.17,903.46,850.77,649.43,548.22,525.69,518.24,626.17,591.10,
484.10,1085.69,899.33,845.72,643.68,545.03,521.69,515.31,620.53,588.07,
484.52,1080.50,893.71,839.25,637.85,540.25,516.86,511.37,615.55,583.02,
484.94,1074.40,888.19,833.57,635.26,537.38,513.92,506.78,611.25,578.80,
485.36,1069.73,883.66,829.60,630.66,534.68,511.51,503.98,608.60,577.34,
485.78,1064.32,875.96,824.45,625.05,531.06,507.51,501.26,606.47,573.73,
486.20,1060.82,874.61,822.99,621.67,529.12,507.00,498.88,605.08,571.34,
486.62,1058.84,874.77,825.15,620.71,527.94,506.46,499.61,605.90,571.08,
487.04,1059.86,871.89,826.56,621.50,526.77,506.71,499.47,605.16,569.86,
487.46,1061.18,872.91,826.77,619.52,526.68,505.66,500.08,604.26,568.92,
487.88,1063.90,873.21,825.82,624.68,527.66,505.08,500.23,605.28,571.32,
488.30,1066.84,875.86,828.31,626.10,529.49,506.27,501.96,606.81,574.42,
488.72,1069.93,879.66,830.13,624.85,530.28,508.32,503.63,609.08,576.06,
489.14,1075.07,884.49,831.86,626.62,532.27,511.03,505.96,611.40,577.57,
489.56,1077.64,889.55,835.27,630.22,536.18,513.56,508.85,613.83,581.41,
489.98,1084.95,895.94,839.99,633.58,537.56,515.26,511.67,618.08,584.06,
490.40,1089.30,897.91,843.07,636.56,539.73,517.23,512.69,620.48,584.55,
490.82,1094.23,902.38,845.88,640.76,542.18,519.62,514.51,623.13,587.68,
491.24,1098.33,905.65,847.12,643.80,544.03,520.28,516.48,626.88,590.59,
491.66,1100.55,907.68,847.57,643.67,544.95,521.74,516.80,629.02,591.36,
492.08,1104.94,912.76,853.15,646.84,547.50,524.77,519.42,632.13,593.54,
492.50,1107.96,913.21,855.70,650.59,548.81,525.80,521.78,634.11,595.58,
492.92,1109.70,916.62,856.36,649.85,549.09,525.68,522.80,632.96,595.92,
493.34,1112.74,918.89,856.19,651.95,549.64,525.79,522.71,632.53,596.37,
493.76,1114.14,920.48,857.59,655.06,551.48,526.59,521.58,632.88,597.96,
494.18,1114.54,921.63,856.69,653.34,552.05,527.50,521.32,633.62,598.83,
494.60,1116.61,921.74,855.24,651.10,551.35,527.37,520.41,632.93,596.97,
495.02,1114.09,922.08,855.89,651.50,552.20,528.01,521.04,632.92,597.30,
495.44,1114.84,922.76,858.74,653.85,552.57,528.12,522.11,635.22,598.36,
495.86,1115.52,921.06,860.51,653.63,550.97,528.26,521.47,634.42,596.57,
496.28,1114.64,920.52,859.95,654.18,550.52,527.23,520.63,632.83,596.34,
496.70,1114.36,920.60,859.51,656.40,550.57,526.44,520.22,634.03,597.65,
497.12,1112.16,919.15,858.83,653.75,550.24,525.34,518.72,633.91,597.52,
497.54,1109.36,917.14,860.33,652.93,549.04,525.89,518.69,633.28,595.93,
497.95,1106.69,914.20,859.37,652.50,547.32,525.15,518.35,631.12,594.56,
498.37,1101.34,912.35,857.63,650.40,546.40,522.92,517.49,628.09,593.55,
498.79,1099.23,910.80,854.70,648.08,543.81,520.40,514.79,625.26,590.82,
499.21,1096.63,906.72,852.29,648.10,543.30,518.59,511.84,623.00,589.04,
499.63,1090.85,902.83,847.84,644.05,541.58,515.82,510.44,621.56,588.30,
500.05,1086.18,897.13,841.75,638.95,537.55,512.34,508.53,619.28,585.29,
500.47,1082.13,894.81,840.86,635.68,536.13,512.00,506.87,618.20,582.86,
500.89,1078.82,892.96,842.24,637.45,535.25,511.97,507.80,619.28,582.37,
501.31,1079.67,889.56,842.13,636.58,533.62,510.85,507.08,618.70,581.24,
501.73,1080.43,890.96,841.25,634.21,532.37,508.82,506.21,616.64,579.64,
502.15,1081.46,890.64,839.04,637.07,532.38,507.88,505.65,617.03,580.27,
502.57,1079.98,889.85,838.63,636.34,532.62,508.48,505.72,616.63,580.89,
502.99,1080.83,890.82,839.30,635.05,532.19,509.35,506.43,617.33,581.34,
503.41,1083.92,892.04,838.10,635.00,532.37,510.28,507.57,617.63,581.24,
503.83,1084.42,893.52,839.33,634.79,534.32,510.99,508.30,617.75,582.76,
504.25,1086.37,896.54,841.09,634.90,533.94,511.19,508.53,618.91,583.71,
504.67,1089.84,898.11,842.88,635.68,533.13,511.85,507.98,618.44,582.03,
505.08,1092.41,899.18,843.02,637.24,534.69,512.37,508.88,620.50,583.53,
505.50,1093.10,900.38,842.36,637.21,535.50,512.53,509.08,622.19,584.02,
505.92,1094.48,901.58,843.78,636.51,535.95,513.89,508.76,623.51,584.35,
506.34,1096.14,903.48,847.08,639.47,537.54,515.96,510.35,625.20,585.96,
506.76,1099.29,903.87,850.20,641.62,538.17,516.57,511.67,625.92,587.11,
507.18,1101.55,908.18,850.87,640.42,539.55,516.09,512.07,625.84,588.47,
507.60,1103.77,910.75,850.75,643.06,540.38,516.55,512.38,625.56,588.39,
508.02,1104.06,909.81,850.71,645.50,541.40,517.33,512.68,625.08,589.38,
508.44,1104.20,910.45,851.17,644.50,542.66,518.15,512.52,625.95,590.85,
508.86,1106.00,910.49,848.08,642.66,542.76,517.99,512.54,626.15,590.48,
509.28,1103.68,909.34,848.30,642.08,542.93,518.35,511.92,625.91,590.28,
509.70,1103.61,909.92,850.43,643.19,542.38,518.09,512.31,626.83,591.14,
510.11,1102.30,908.44,850.21,642.13,540.56,517.41,510.62,625.75,588.86,
510.53,1102.16,908.23,848.46,643.23,541.29,516.71,511.07,624.97,588.27,
510.95,1101.27,905.59,846.15,644.80,541.45,515.74,510.40,625.10,589.20,
511.37,1098.10,904.45,843.71,642.68,539.99,514.98,509.45,624.06,589.82,
511.79,1096.06,903.08,843.25,641.48,538.74,515.08,509.67,623.40,589.26,
512.21,1095.39,901.75,842.42,641.28,537.81,514.80,509.51,622.02,588.44,
512.63,1091.02,900.08,838.95,637.37,536.75,512.88,508.08,619.51,587.40,
513.05,1085.73,896.59,834.35,634.15,533.53,509.67,505.69,616.17,584.19,
513.47,1081.99,891.19,830.85,632.03,531.23,507.68,502.45,612.32,581.11,
513.88,1074.93,884.76,825.00,627.80,528.68,505.13,498.97,608.82,578.42,
514.30,1067.60,876.64,816.88,620.61,523.72,500.20,494.90,605.41,573.94,
514.72,1059.74,870.95,811.81,615.90,519.54,497.28,490.86,602.00,568.52,
515.14,1052.46,865.67,809.64,614.23,515.27,494.44,487.62,599.33,565.38,
515.56,1049.24,859.59,806.38,611.66,512.13,491.50,485.35,595.74,561.17,
515.98,1043.74,857.28,801.93,606.73,509.31,488.73,483.81,590.88,557.20,
516.40,1042.37,853.35,797.93,608.54,508.16,486.32,482.10,589.09,556.60,
516.82,1038.58,849.84,795.55,606.45,507.10,484.75,480.32,587.80,556.04,
517.23,1036.35,847.72,793.51,603.02,505.92,484.39,479.56,587.61,554.75,
517.65,1038.53,847.09,792.98,601.55,505.27,484.75,479.52,586.06,553.04,
518.07,1036.87,848.48,794.82,601.56,506.61,484.47,479.41,585.79,554.46,
518.49,1037.84,850.24,795.99,601.99,505.92,483.51,479.74,586.73,554.90,
518.91,1040.65,851.82,799.97,604.71,506.89,484.94,480.59,586.93,554.00,
519.33,1044.23,854.48,801.62,607.30,508.81,486.18,481.43,588.86,556.72,
519.75,1046.17,856.24,802.84,608.33,510.12,486.28,481.70,592.50,558.75,
520.17,1049.51,860.26,805.97,608.68,511.38,487.86,483.08,595.68,560.70,
520.58,1054.15,866.61,812.81,612.97,514.78,492.10,486.92,599.52,563.78,
521.00,1061.50,869.03,817.73,616.38,517.44,494.49,490.83,602.30,567.20,
521.42,1066.25,876.36,820.67,617.24,520.36,496.97,494.26,604.48,570.25,
521.84,1072.67,881.98,824.12,622.17,523.33,498.66,496.53,607.21,573.43,
522.26,1076.11,883.89,826.58,627.73,525.97,500.23,496.73,609.02,576.85,
522.68,1079.38,885.86,828.40,626.28,526.79,501.96,497.86,611.43,578.98,
523.09,1081.04,887.23,827.32,624.11,526.43,502.93,498.04,611.78,579.09,
523.51,1079.89,888.26,828.57,624.76,526.98,502.64,497.73,611.61,579.80,
523.93,1078.27,889.50,830.38,625.84,527.31,502.68,498.15,613.23,580.32,
524.35,1079.57,886.62,830.98,625.80,525.18,502.69,497.76,612.39,577.27,
524.77,1078.16,885.55,829.78,626.09,524.25,502.10,497.75,610.67,576.26,
525.19,1076.85,883.90,827.25,627.96,523.77,499.99,495.64,610.93,576.46,
525.60,1077.04,883.38,827.43,627.42,524.04,500.23,495.46,611.94,576.62,
526.02,1078.60,885.24,829.14,627.83,524.38,502.30,497.13,612.31,576.90,
526.44,1081.42,886.15,833.43,631.36,525.94,504.17,499.18,614.19,578.45,
526.86,1084.17,890.07,834.84,631.93,527.88,504.47,500.27,614.93,581.11,
527.28,1085.65,892.88,835.98,633.60,527.60,503.95,500.94,614.96,582.10,
527.70,1088.22,893.79,840.36,636.70,529.65,505.34,500.72,615.41,582.07,
528.11,1088.42,893.08,837.62,636.25,530.14,505.83,501.20,615.55,583.00,
528.53,1088.44,892.51,835.10,633.55,529.36,504.87,501.26,615.48,582.16,
528.95,1087.66,894.33,836.45,633.87,530.57,506.25,500.82,616.58,581.81,
529.37,1088.94,895.90,841.49,637.97,532.18,507.39,502.56,619.43,582.76,
529.79,1092.06,894.86,842.84,639.99,531.51,508.12,503.49,620.43,582.53,
530.21,1094.32,898.62,843.74,639.16,531.83,508.02,504.79,620.60,582.47,
530.62,1096.82,900.00,842.62,643.78,533.86,507.79,504.76,621.56,583.97,
531.04,1098.49,901.38,843.90,643.15,535.48,508.97,505.13,623.11,586.08,
531.46,1101.15,903.37,843.80,641.15,535.78,510.65,506.40,624.74,587.45,
531.88,1104.10,904.05,842.78,640.71,535.61,511.47,507.62,624.88,587.55,
532.30,1102.34,905.68,845.55,640.36,537.15,511.96,508.10,624.31,588.76,
532.71,1103.78,907.83,844.00,639.10,534.82,511.64,507.98,623.65,588.08,
533.13,1104.11,906.73,846.91,638.94,534.56,512.99,507.29,622.46,585.43,
533.55,1104.48,906.74,847.21,639.69,535.12,512.90,506.78,622.57,585.26,
533.97,1103.08,904.15,843.82,637.55,534.21,510.77,505.68,623.08,585.37,
534.39,1101.61,904.28,844.76,634.39,533.28,510.44,503.92,623.99,584.85,
534.80,1101.69,905.47,848.24,636.49,533.47,512.42,504.65,625.86,584.77,
535.22,1102.88,902.84,848.43,637.34,532.42,511.55,505.42,625.07,584.78,
535.64,1102.36,906.09,847.21,635.00,531.35,510.50,506.00,623.55,585.12,
536.06,1102.28,907.38,846.78,637.13,531.69,510.40,506.10,623.21,585.33,
536.48,1101.96,905.52,848.51,638.54,532.32,510.38,505.05,622.34,585.63,
536.89,1101.53,904.87,846.16,636.36,532.08,510.73,504.58,623.23,586.48,
537.31,1101.30,903.12,841.98,633.13,530.75,509.83,504.08,621.84,585.12,
537.73,1096.79,902.15,842.20,631.54,530.33,509.59,503.22,620.25,584.53,
538.15,1093.52,900.30,842.75,631.03,529.29,508.73,502.77,619.73,583.76,
538.56,1092.13,897.22,840.48,630.36,527.15,507.62,500.83,617.82,580.40,
538.98,1089.80,895.13,837.92,630.09,527.20,506.01,500.24,616.30,578.85,
539.40,1085.66,891.82,833.38,631.72,526.99,503.12,497.97,616.50,578.43,
539.82,1082.49,889.53,830.28,627.44,525.82,501.54,496.60,616.33,578.07,
540.24,1082.35,890.28,830.52,626.91,524.69,503.05,497.28,615.99,577.04,
540.65,1082.68,889.36,831.53,629.12,525.23,503.75,498.79,615.49,577.28,
541.07,1082.94,889.09,831.63,628.27,526.18,503.24,499.10,614.01,578.67,
541.49,1083.57,890.36,831.19,629.70,525.44,502.27,499.17,612.53,577.99,
541.91,1086.78,889.82,834.26,631.91,526.18,504.00,498.19,611.60,577.60,
542.32,1086.56,888.25,833.07,630.19,526.48,503.66,498.06,612.35,577.71,
542.74,1087.57,886.97,829.36,627.51,525.76,502.75,497.37,612.38,577.36,
543.16,1086.25,888.07,829.20,626.46,525.50,503.74,496.90,612.57,576.50,
543.58,1087.53,888.89,833.20,629.58,526.31,504.08,497.64,615.03,577.01,
543.99,1089.28,886.31,835.57,630.52,526.13,503.88,498.26,615.14,576.04,
544.41,1090.32,890.23,835.32,631.07,526.44,503.56,499.40,614.43,575.74,
544.83,1092.56,890.88,833.38,635.45,526.70,503.15,499.40,615.66,576.70,
545.25,1093.32,889.68,835.43,633.46,527.47,503.26,499.09,616.98,578.58,
545.66,1094.77,889.94,835.19,630.78,526.69,503.91,499.31,617.82,579.36,
546.08,1099.14,891.38,833.57,632.09,527.37,505.59,500.56,618.06,579.52,
546.50,1098.28,890.54,836.41,632.03,528.37,505.08,501.09,617.55,581.25,
546.92,1098.54,891.01,836.82,631.40,526.58,504.53,500.75,617.11,580.78,
547.33,1099.97,891.25,836.97,632.88,526.42,505.38,500.96,616.47,578.60,
547.75,1098.59,890.76,837.22,631.50,528.01,505.66,499.97,617.17,579.86,
548.17,1095.66,888.25,834.71,628.98,527.81,502.72,498.30,617.81,579.66,
548.59,1093.48,887.68,832.02,627.07,526.92,503.30,497.40,617.79,578.58,
549.00,1092.69,889.21,834.64,629.05,527.31,504.46,498.12,618.89,578.92,
549.42,1093.54,886.70,837.11,630.27,527.48,505.23,499.30,618.61,579.19,
549.84,1092.80,888.49,835.50,628.21,526.69,504.65,500.41,616.98,579.47,
550.26,1095.54,891.22,835.14,632.09,526.96,504.44,500.41,617.44,580.05,
550.67,1096.05,890.38,837.58,632.76,527.80,504.59,499.48,617.22,581.88,
551.09,1096.23,888.16,837.42,629.34,528.29,505.05,500.15,617.83,582.87,
551.51,1098.51,889.13,834.12,629.85,527.08,505.33,500.00,617.06,581.66,
551.93,1096.43,891.33,836.64,631.11,528.13,506.13,500.36,616.15,581.54,
552.34,1095.10,891.40,840.05,632.07,527.22,505.82,500.48,616.02,581.57,
552.76,1094.86,890.27,837.19,631.75,526.24,505.70,499.06,614.84,578.67,
553.18,1093.76,892.25,835.65,631.13,526.73,505.08,498.65,614.62,577.75,
553.59,1089.49,889.17,832.56,631.39,526.08,502.28,495.84,614.66,577.13,
554.01,1085.91,885.97,829.34,627.69,523.65,500.05,494.47,614.18,575.13,
554.43,1083.88,886.46,828.39,626.67,522.58,500.86,495.06,613.34,574.20,
554.85,1083.42,885.45,829.38,627.11,521.87,500.52,495.78,611.80,574.27,
555.26,1081.61,883.77,828.92,624.60,522.23,498.69,495.23,609.05,574.71,
555.68,1079.53,884.31,827.18,622.87,519.85,496.05,494.53,607.50,573.74,
556.10,1078.80,883.36,828.21,624.09,520.29,496.40,492.28,605.85,572.62,
556.51,1075.25,880.38,824.70,621.14,519.35,494.56,490.21,605.26,571.55,
556.93,1072.18,875.58,819.91,617.65,516.74,491.73,488.68,604.60,568.50,
557.35,1066.66,875.89,817.96,615.43,515.47,490.86,486.07,603.23,566.21,
557.77,1064.17,875.01,819.97,613.77,514.83,490.58,485.12,603.07,565.28,
558.18,1061.78,869.01,817.42,612.41,512.75,489.36,483.90,601.92,562.80,
558.60,1059.39,870.35,814.78,609.55,511.75,488.78,484.41,599.93,560.76,
559.02,1057.84,868.82,812.24,613.13,511.38,486.82,483.53,599.31,560.94,
559.43,1055.53,864.45,812.62,611.44,510.63,485.38,482.52,599.14,560.93,
559.85,1055.65,861.96,810.45,608.39,509.12,486.45,483.14,599.36,561.50,
560.27,1060.73,863.77,808.57,608.53,509.83,487.31,484.22,599.70,561.06,
560.68,1059.86,862.85,811.05,608.73,510.67,487.65,483.67,599.21,562.69,
561.10,1061.97,862.80,811.78,609.06,508.81,486.63,483.30,598.64,562.26,
561.52,1062.21,862.66,812.43,610.21,508.22,488.22,482.44,598.88,559.55,
561.93,1062.24,863.15,813.27,611.07,508.63,487.92,482.13,599.26,559.85,
562.35,1061.12,860.12,810.21,609.22,507.61,485.10,480.64,599.41,559.30,
562.77,1057.70,859.19,808.33,606.69,506.55,485.36,479.56,598.67,558.52,
563.19,1058.18,860.78,810.20,606.53,507.16,487.24,480.07,599.37,558.41,
563.60,1059.95,859.44,811.45,607.35,506.43,486.91,480.86,598.38,558.01,
564.02,1057.49,859.91,809.17,604.41,506.07,485.41,482.04,596.55,558.16,
564.44,1058.23,862.80,807.86,607.47,505.92,484.53,481.61,595.76,558.61,
564.85,1058.56,860.30,810.17,605.60,507.15,483.21,479.60,595.44,559.99,
565.27,1058.79,857.89,808.57,603.15,506.55,482.56,478.95,595.91,559.94,
565.69,1060.38,857.73,803.33,601.59,505.71,482.81,478.96,594.11,558.52,
566.10,1058.65,859.93,805.81,601.63,507.27,482.26,477.26,592.53,558.20,
566.52,1056.35,859.39,808.79,602.71,505.38,482.13,476.88,591.77,558.03,
566.94,1054.18,858.41,805.47,601.48,503.36,481.68,475.75,589.38,554.02,
